,BIC,FSV,LLR,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,PER_prob,SE_prob,linear_prob,pval,qval,max_ll_null
0,532.2357365654815,0.13496196150755366,,4,SPINT2,15.22397584733197,7.636128409998859,-255.07494644701626,-6.199350778656181,4.591294868793581,PER,250,0.001532556052341843,0.10337066129959303,0.0009999275207519531,0.5819888338664335,0.41801116613288064,6.786292362274823e-13,5.307570001533701e-05,0.010184989180555043,-271.575378169413
1,559.4781987711841,0.11071584398504476,,4,TNC,15.22397584733197,9.569300198068142,-268.69617754986757,-5.877311027129122,3.313077960820004,PER,250,0.0009438767843047224,0.08638517585932359,0.0009999275207519531,0.873049023913485,0.1269509760865377,1.260762189119627e-14,2.5431328088965092e-05,0.00573632605683902,-287.39226621019884
2,620.2913857703915,0.12756881280137747,,4,DBI,15.22397584733197,8.147719468767765,-299.10277104947124,-6.227525709835007,4.3673741475862276,PER,250,0.001159052821670846,0.08512340444276495,0.0009999275207519531,0.9740422147128662,0.025957785287080815,1.8977860490271897e-15,2.346467144798137e-05,0.005485186923758117,-318.80039796528337
3,636.3591129198028,0.17264586349262687,,4,TP53INP2,15.22397584733197,5.709323670432627,-307.1366346241769,-8.33618801497267,11.043710960574192,PER,250,0.005082540207720787,0.2406773688882561,0.0009999275207519531,0.944240233548583,0.055759766447509226,3.8914190580281124e-12,0.00014358598447872242,0.021219367844171645,-323.0058039186101
4,592.8101332099029,0.39645976599697763,,4,FXYD3,25.806160133864992,1.9209100974834619,-285.362144769227,-6.749814224023547,21.93658954341542,PER,250,0.01062268146743364,0.21323988393710883,0.0,0.6288308394776705,0.3711691605223575,1.6277474014659047e-18,9.549250401530428e-08,5.58066874602167e-05,-314.08902703394796
5,726.5482002983375,0.5282794326785553,,4,DCN,25.806160133864992,1.1267330727409315,-352.2311783134443,-4.310973359865329,15.830232477776782,PER,250,0.011388692689706383,0.21439719633806403,0.0009999275207519531,0.5603748611559859,0.43962513884400073,3.2717045184078976e-14,8.857871769407666e-09,5.993981965224966e-06,-385.4295565905803
6,610.8688699749183,0.1731293317667206,,4,B2M,25.806160133864992,6.0265236673365,-294.39151315173467,-10.312057249214234,16.322020505061,PER,250,0.003330219928736084,0.15709573541327876,0.0010001659393310547,0.820626754680192,0.17937324470683064,6.129811650891404e-10,4.0610947485975055e-06,0.0011602998929492914,-316.387605248925
7,680.0388774974653,0.1785861687539296,,4,RPL29,25.806160133864992,5.803822527447924,-328.97651691300814,-3.5581265126561634,2.1378896063026964,PER,250,0.005708232098873675,0.25815079778413386,0.0009999275207519531,0.5771748577146082,0.42280228410693566,2.2858178469626773e-05,6.781687983681284e-05,0.01194413183646442,-345.002941358174
8,671.348409583319,0.1469598195343025,,4,CTSK,25.806160133864992,7.324379036455838,-324.63128295593503,-3.4713641459036384,1.617820845762553,PER,250,0.003218747116483926,0.19142924580759219,0.0009999275207519531,0.7852007800310643,0.21271039270182493,0.002088827267100131,1.1762113786284445e-05,0.0029652058225541,-344.4857835405249
9,746.2250586612907,0.17176122115076964,,4,STARD10,25.806160133864992,6.084576761733568,-362.0696074949209,-4.591778515781816,3.351802323709125,PER,250,0.006635527211423101,0.31643896124671816,0.0009999275207519531,0.891226669432743,0.1087176391994859,5.569136779349231e-05,0.00023437009335458558,0.029523119168310276,-376.65480974507165
10,707.4930844754805,0.4079953726165916,,4,LUM,25.806160133864992,1.830921804697135,-342.70362040201576,-5.963242470866913,18.19125014333212,PER,250,0.009911256429374295,0.19602004683689872,0.0010001659393310547,0.6081047373370962,0.39189526226906296,3.938377812429327e-10,1.1849854431034144e-11,1.5235357841980603e-08,-388.91923896372964
11,625.106894471981,0.1237033641271943,,4,C1S,25.806160133864992,8.938601310097336,-301.51052540026603,-2.938259359157493,0.9616260373596074,PER,250,0.0023902680471359085,0.18400899487202171,0.0009999275207519531,0.7993549135396623,0.19985426568696962,0.0007908207733704372,0.00011690406793329888,0.018427470848135324,-317.04561434298284
12,506.52419199000803,0.24141833250605896,,4,FCGR3A,25.806160133864992,3.9648980976150985,-242.21917415927953,-2.6202158488956315,1.6832856820062008,PER,250,0.010321825117220823,0.3203048013443594,0.0010001659393310547,0.9565396021218556,0.04346037932194384,1.8556179856332484e-08,5.800733471217345e-05,0.010808700034701654,-259.9315307253205
13,750.6212075901319,0.12862414803369052,,4,HLA-DRA,25.806160133864992,8.548362728107866,-364.2676819593415,-6.408097066579667,4.5535072612804735,PER,250,0.0029042606648897393,0.21063819171757317,0.0009999275207519531,0.902870865805047,0.09690994248833636,0.00021919170658506542,0.0002233986950934685,0.029308541049150257,-379.0068552751453
14,639.2816807377081,0.27928362492039477,,4,CTHRC1,25.806160133864992,3.2562583157374854,-308.5979185331296,-6.05353942236487,10.500711124976823,PER,250,0.005441636947794495,0.14441992645962642,0.0010001659393310547,0.5657627865363443,0.4342372134636121,9.821837711829911e-15,1.1699757385130738e-08,7.521189035031294e-06,-341.2663331129043
15,389.44015107666644,0.19558083589517933,,4,ITIH2,25.806160133864992,5.189864789330645,-183.67715370260873,-2.9003524347866843,1.5348212606069183,PER,250,0.007477491087967721,0.2998763793422817,0.0009999275207519531,0.9312488133945311,0.06851692220506764,0.00023426440042190042,9.524562645712996e-05,0.015699654094350257,-200.2105619805681
16,458.3151369672321,0.13666764035043286,,4,LRRC15,25.806160133864992,7.9709898530643954,-218.11464664789156,-2.510517081922216,0.7692010483750152,PER,250,0.0030793214280848934,0.20383617069324195,0.0020003318786621094,0.721167251659087,0.2788320504076622,6.979332790330864e-07,0.0002698128806486455,0.0324204131448564,-231.85890396767346
17,590.7177179370373,0.27772207824253653,,4,PRRX1,25.806160133864992,3.2816621355916795,-284.31593713279415,-3.367792246414473,3.326163425329502,PER,250,0.0043835589528336185,0.11699813417940781,0.0009999275207519531,0.9709815796313417,0.02901842036861756,5.167527366612131e-15,4.607129122646825e-10,4.55645070229771e-07,-324.9081213447927
18,385.0328872932149,0.28430665231877106,,4,MMP13,25.806160133864992,3.1764344078220557,-181.47352181088297,-2.158128827274137,1.4155952058271084,PER,250,0.01034464732966598,0.26971206373291506,0.0010001659393310547,0.9422328265065975,0.05776717349187687,1.4993874004772326e-12,1.1033166205987044e-05,0.002849294659735017,-202.19308116329262
19,395.300224990159,0.3349998775937824,,4,RPL13,43.744019796996255,1.385461842743589,-186.607190659355,-3.506893301580037,2.01882312660555,PER,250,0.011042679152833785,0.2485072956704313,0.0,0.8154905583447679,0.18450944033200828,1.3232188656090503e-09,5.7866068918666074e-05,0.010808700034701654,-203.52147414163548
20,622.8315762737064,0.2984535769600459,,4,RPL8,43.744019796996255,1.640578889137326,-300.37286630112874,-5.297063166569993,3.956388681441708,PER,250,0.016134173289102122,0.40145958595204223,0.0010001659393310547,0.8933014086715745,0.10669830394663213,2.8738176743369455e-07,0.00033227057759210865,0.03883638923728856,-314.3144336508968
21,575.1631581815988,0.20923954845120676,,4,COL10A1,43.744019796996255,2.6376590627296745,-276.5386572550749,-2.9970675501795796,0.9332020023235639,PER,250,0.009933366331489396,0.36563552208198535,0.0,0.9547882284901676,0.04507865178352792,0.00013311972626781383,0.00016490760759857448,0.023557967898831914,-292.259059149161
22,373.8193975033867,0.7735342695755445,16.980419044421893,4,ITGAX,0.6417358135909172,0.29111818694363084,-175.86677691596887,-2.55186226982557,2.677634593473597,SE,250,0.006541071369311306,0.21865189500008084,0.0019998550415039067,2.2509330295090178e-12,0.9999999999973284,4.4648433196346505e-13,3.7767316358072727e-05,0.007960235842881002,-192.84719596039082
23,-204.87195612231042,0.999954344936782,13.180754229747837,4,KLHL15,0.6417358135909172,4.5399929762484854e-05,113.4788998968797,-1.3001697979637907,0.7556558912770347,SE,250,0.04413877306448264,15335595.247251313,0.0010001659393310547,7.885022451313138e-11,0.9999999990295976,8.915652896558148e-10,0.00028283889745917,0.03367092319104212,100.29814566713185
24,243.22015083877324,0.8074255391386164,17.467371300596255,4,ACTL8,0.6417358135909172,0.23716063952674146,-110.56715358366213,-1.8254443676549468,1.4211726705856549,SE,250,0.00742061817137133,0.30363940838482817,0.002000093460083008,1.3464083258392078e-10,0.9999999998646274,7.230248062093682e-13,2.9228121327218304e-05,0.0063692534898990814,-128.03452488425842
25,163.3508519655948,0.7749042230742287,13.659243587154494,4,HPS3,0.6417358135909172,0.2888455783552581,-70.63250414707292,-1.9311878191427732,1.50591413927028,SE,250,0.009087679538435905,0.30598137426727245,0.0009999275207519533,1.8137306001846235e-08,0.9999996476751444,3.3418754329761846e-07,0.0002191597675448298,0.02928913314062695,-84.29174773422741
26,393.0399408517424,0.8897619766908778,22.68344600319924,4,HMGCS2,0.6417358135909172,0.12319809118593478,-185.47704859014672,-2.9568776026886363,3.822974221171621,SE,250,0.008679172451202463,0.7997883234655698,0.0029997825622558594,1.1816391310534068e-14,0.9999999999996589,3.19853204528574e-13,1.9100632822066643e-06,0.0005989678931544168,-208.160494593346
27,-50.90126996730304,0.8821923575777467,19.31543245736265,4,ETV7,0.6417358135909172,0.13278731152467493,36.493556819376,-1.4701110957844636,0.920320759576612,SE,250,0.013310076019472641,1.1050504481388272,0.0010001659393310547,1.5493803283936004e-13,0.9999999999998437,4.184459280830709e-15,1.1080713462452431e-05,0.002849294659735017,17.178124362013367
28,-170.2613608875661,0.9999543449367819,21.317264377030767,4,SSPO,0.6417358135909172,4.5399929762484854e-05,96.17360227950752,-1.2641575403013392,0.7201396574365777,SE,250,0.004696654121692363,1631807.6291163869,0.0009999275207519533,2.4319474182411695e-17,1.0,7.636076139306485e-17,3.892104337599456e-06,0.0011372905788299135,74.85633790247675
