,BIC,FSV,LLR,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,PER_prob,SE_prob,linear_prob,pval,qval,max_ll_null
0,638.401901306192,0.08155910219683044,,4,TNC,15.810454279124016,13.611284547380242,-308.0566425887405,-6.189583167598825,2.6338876389634924,PER,263,0.0007307914777215472,0.11027152560177417,0.0009999275207519531,0.877068700037629,0.12293129980877106,1.536062033587635e-10,0.00030535132890496813,0.04406558955353028,-322.07640196044406
1,753.9192995899741,0.10816353622730356,,4,PMEPA1,15.810454279124016,9.966087198847791,-365.81534173063153,-6.067595286286011,3.476044869268633,PER,263,0.0010217212477219946,0.09703400777245802,0.0009999275207519531,0.9346692939195886,0.06533070608033371,1.2993189786505489e-13,5.525335451372904e-05,0.01211676798032505,-383.4044733330508
2,575.666239767023,0.2216630806954869,,4,PEG10,26.740652994408492,4.3742274139574855,-276.68881181915594,-4.266607528102562,3.8646467363563537,PER,263,0.008080014255874015,0.2771119598602848,0.0010001659393310547,0.9250397157064956,0.07496028426719409,2.6364451130843524e-11,7.922010418770498e-06,0.0025095383248534445,-297.9018489813757
3,819.2492291280307,0.17804932292121478,,4,COL6A3,26.740652994408492,5.750856393542013,-398.48030649965983,-5.598846437800456,5.13847311735403,PER,263,0.00604122511250258,0.27432365068744624,0.002000093460083008,0.8581371188911339,0.14186240522687632,4.758820379064948e-07,1.7477531628395934e-05,0.005044404017546809,-417.8263905613408
4,700.4816144972572,0.19583215486995198,,4,RARRES1,26.740652994408492,5.115520068159598,-339.09649918427306,-5.838610756951747,6.173498572776063,PER,263,0.004890435591515033,0.19580019792177292,0.0010001659393310547,0.6803830980844621,0.3196169019148562,7.268521962227247e-13,3.946744113925149e-05,0.009153627241367828,-356.37109557912544
5,246.43272271815675,0.19466496792647553,,4,HMGCS2,26.740652994408492,5.1536613871168315,-112.07205329472285,-3.1536248151664763,1.7717409886889635,PER,263,0.007163217870695543,0.28902343281010223,0.0,0.8036304590945673,0.1956965745263881,0.0006729663790387787,3.608711106939389e-06,0.0013036851396351415,-134.24054860599423
6,814.70989124916,0.2722529866988645,,4,LUM,26.740652994408492,3.329928210711125,-396.2106375602245,-6.58089372483899,12.06620458910972,PER,263,0.004881037443948105,0.13294709776502503,0.0009999275207519531,0.9650462987127688,0.03495370128725428,3.6988220061840015e-18,4.020050958786215e-11,5.8013802058572615e-08,-441.47377128283415
7,813.6486120174402,0.2863897922826768,,4,FN1,26.740652994408492,3.1040635997322337,-395.6799979443646,-8.404080469684372,20.87186656248226,PER,263,0.0034260308976456527,0.088686497426034,0.002000093460083008,0.9548087465306633,0.04519125346935854,6.58544181333455e-17,1.175282093868191e-12,3.8161409587900144e-09,-447.7325243261687
8,820.5416261564111,0.20319465615119928,,4,POSTN,26.740652994408492,4.885027890969218,-399.12650501385,-7.870046295789902,11.705351415381834,PER,263,0.0032925815985393545,0.12574531953216767,0.0019998550415039062,0.9839012364201225,0.016094685355547436,4.078224300787222e-06,2.3599524556772167e-09,2.189361606738264e-06,-436.8342828145141
9,735.8775846661006,0.23175073949354952,,4,VCAN,26.740652994408492,4.129601206269208,-356.79448426869476,-3.840124530377475,3.427178898102118,PER,263,0.006670352395205044,0.21698876008696336,0.0009999275207519531,0.7254566068517233,0.2745433931324182,1.5860083444489906e-11,2.540979801013421e-07,0.00016501122827781154,-383.8508008973365
10,824.8924928528188,0.1551344315831453,,4,AZGP1,26.740652994408492,6.784322810807267,-401.3019383620539,-6.251430827534631,5.401967258378447,PER,263,0.003941395159448015,0.2167905867443646,0.0010001659393310547,0.9665338378985093,0.033457464520503445,8.697581040857526e-06,2.917218094666829e-05,0.0071488355874590155,-420.4546723477099
11,831.1190447269354,0.3000863735447855,,4,COL1A2,26.740652994408492,2.90552934012245,-404.41521429911217,-6.251287522313151,12.528982630104121,PER,263,0.0037846954642314456,0.09369463066856826,0.0009999275207519531,0.6862829698924862,0.3137170301075119,4.024717098635758e-21,2.610134330893743e-13,1.1300141563215975e-09,-458.2886936623272
12,804.2631679839767,0.15129518556858654,,4,SLC9A3R1,26.740652994408492,6.988092567438495,-390.9872759276328,-6.754901340447523,6.084312589683846,PER,263,0.0034082957184933625,0.194336291104878,0.0009999275207519531,0.9586112324824052,0.04138876668542211,8.321894424916855e-10,0.0001466467773305613,0.02521075593056376,-406.9732944663992
13,829.7403507340113,0.2599582058432064,,4,COL1A1,26.740652994408492,3.5463354078880758,-403.7258673026501,-5.635684733401434,8.415346974988202,PER,263,0.0031322891257272926,0.08956504888919792,0.0009999275207519531,0.9930526426979336,0.006947357302031784,2.058702278946588e-16,1.24082966124206e-11,2.0144869550264843e-08,-452.11280315244414
14,860.7839207553634,0.28193199074566405,,4,COL3A1,26.740652994408492,3.1728410274271317,-419.24765231332617,-6.813615781559909,13.612625156848997,PER,263,0.00372475318621171,0.09792511224415855,0.0009999275207519531,0.9964590049969914,0.0035409950030055952,3.716232021023954e-16,4.571565348499007e-12,9.895915124384183e-09,-469.930150743167
