,FSV,M,g,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval
0,2.060155470688209e-09,4,LANCL2,0.37858288392372463,485165195.4097903,-130.3867324134544,-1.6498423471333759,5.952906891494184e-09,SE,250,0.5544622673970464,9.459050864997832e+16,0.002000093460083008,282.8593084983578,-130.38773508515345,0.0010026716990410023,0.9747392134584708,0.9747392457576433
1,2.060155470688209e-09,4,TMEM109,0.37858288392372463,485165195.4097903,-265.7159286428978,-3.069551602360264,2.0431670668986243e-08,SE,250,5.481547218607019,9.35144499608692e+17,0.0009999275207519531,553.5177009572445,-265.71693131663807,0.0010026737402881736,0.9747391877540197,0.9747392457576433
2,0.5021805243283771,4,TMEM189,0.37858288392372463,0.9908357140629815,-216.1971430624632,-2.7302911345460426,3.697554513071292,SE,250,39.28567807868641,735.8733085219346,0.0010001659393310547,454.48012979637537,-216.30245246424982,0.10530940178662718,0.7455488483079162,0.9747392457576433
3,0.9999545801369812,4,ITPK1,0.37858288392372463,4.5399929762484854e-05,-226.59429104605272,-3.8627247807507334,13.689056236441658,SE,250,1.4377186440469023,504707915.61705196,0.0019998550415039062,475.2744257635544,-227.78229985919916,1.188008813146439,0.27573157050228425,0.9747392457576433
4,0.9999545801369811,4,UBXN11,0.37858288392372463,4.5399929762484854e-05,-230.7438198624602,-2.281950943604083,5.023700392244498,SE,250,14.510041702277375,5093717698.776354,0.0,483.5734833963694,-231.22069123653947,0.47687137407925206,0.4898428836887112,0.9747392457576433
5,2.060155470688209e-09,4,NUDT21,0.37858288392372463,485165195.4097903,-197.8816085640956,-3.282581440699024,2.2797321332104098e-08,SE,250,4.5938932298766035,7.83711936499639e+17,0.0009999275207519531,417.84906079964014,-197.88261123774765,0.0010026736520671875,0.9747391888649439,0.9747392457576433
6,0.5044204621702427,4,SRF,0.37858288392372463,0.9819973265261559,-204.87617903371466,-2.3812371160196895,2.8498823353692186,SE,250,122.1801004863189,2288.809661635342,0.0010004043579101562,431.8382017388783,-204.9615902734908,0.08541123977613552,0.7700939450671594,0.9747392457576433
7,2.0601554706882084e-09,4,KIF2A,0.37858288392372463,485165195.4097903,-55.29001558647542,-1.5773033974991442,5.315731510463522e-09,SE,250,2.5092680408962793,4.280777147230958e+17,0.0009999275207519531,132.6658748443998,-55.291018259760335,0.001002673284915545,0.9747391934883075,0.9747392457576433
8,2.060155470688209e-09,4,ICMT,0.37858288392372463,485165195.4097903,-216.8279028569791,-3.270471335325546,2.272993316014302e-08,SE,250,16.669742736486537,2.8438354370098355e+18,0.0,455.7416493854072,-216.82890553112415,0.0010026741450417376,0.9747391826571544,0.9747392457576433
9,2.060155470688209e-09,4,ZNF585A,0.37858288392372463,485165195.4097903,15.796918336366616,-1.3784248956012186,4.022659160985695e-09,SE,250,5.072115514622448,8.652960078093492e+17,0.0009999275207519531,-9.507993001284248,15.795915662665323,0.0010026737012935882,0.9747391882450597,0.9747392457576433
10,0.9999545801369812,4,CAB39L,0.37858288392372463,4.5399929762484854e-05,-142.82974350131258,-2.3056664778609672,4.933157574638497,SE,250,225.57852146756449,79188835624.61247,0.0,307.7453306740741,-143.34900823211393,0.5192647308013534,0.4711554955081768,0.9747392457576433
11,0.9999545801369812,4,PLK2,0.37858288392372463,4.5399929762484854e-05,-276.92477933862864,-5.475125593196148,27.318044924292067,SE,250,22.9604951215896,8060230478.56847,0.0009999275207519531,575.9354023487062,-277.4248003971298,0.5000210585011473,0.4794908694111166,0.9747392457576433
12,2.060155470688209e-09,4,ASCC3,0.37858288392372463,485165195.4097903,-216.595520759191,-2.883631859307151,1.782177751508438e-08,SE,250,2.378715519930131,4.058056322210743e+17,0.0009999275207519531,455.276885189831,-216.59652343243715,0.0010026732461483334,0.9747391939764843,0.9747392457576433
