geneID,geneID,hamming
COL3A1,COL3A1,0.32142857142857145
FN1,FN1,0.35064935064935066
COL1A2,COL1A2,0.3132530120481928
RPL36,RPL36,0.6637931034482759
MUC1,MUC1,0.5543478260869565
RPL18A,RPL18A,0.4230769230769231
RPS9,RPS9,0.21875
SFRP2,SFRP2,0.4342105263157895
COL12A1,COL12A1,1.6
EEF1A1,EEF1A1,0.22395833333333334
LUM,LUM,1.0238095238095237
POSTN,POSTN,0.26704545454545453
H2AFJ,H2AFJ,0.2230769230769231
GPX4,GPX4,0.15648854961832062
B2M,B2M,0.18556701030927836
FLNA,FLNA,0.23880597014925373
PPP1R1B,PPP1R1B,0.3888888888888889
QSOX1,QSOX1,1.8571428571428572
RPL13,RPL13,0.2849462365591398
CD81,CD81,0.1450381679389313
MYL9,MYL9,0.5069444444444444
CD24,CD24,0.20149253731343283
MIF,MIF,0.7023809523809523
RPS19,RPS19,0.23046875
SPINT2,SPINT2,0.2018348623853211
RPL18,RPL18,0.23703703703703705
SEC61A1,SEC61A1,1.3958333333333333
H1FX,H1FX,0.9090909090909091
COL1A1,COL1A1,0.27586206896551724
CTSD,CTSD,0.23140495867768596
RPS15,RPS15,0.25396825396825395
SPARC,SPARC,0.625
HLA-B,HLA-B,0.3181818181818182
MUCL1,MUCL1,1.2142857142857142
CYBA,CYBA,0.17537313432835822
RPL10,RPL10,0.2421875
CERS2,CERS2,0.25769230769230766
KRT19,KRT19,0.32432432432432434
RPL28,RPL28,0.3352941176470588
GAPDH,GAPDH,0.3185840707964602
RPL8,RPL8,0.22962962962962963
SERPINA5,SERPINA5,1.236842105263158
AEBP1,AEBP1,1.1935483870967742
MMP11,MMP11,1.368421052631579
NDUFS6,NDUFS6,1.125
GNAS,GNAS,0.26865671641791045
GRINA,GRINA,0.30434782608695654
PSAP,PSAP,0.5955882352941176
TGM2,TGM2,1.3194444444444444
C4B,C4B,0.3275862068965517
FOS,FOS,1.9411764705882353
GNB2L1,GNB2L1,1.7857142857142858
TAGLN2,TAGLN2,1.3289473684210527
CISD3,CISD3,1.1875
AES,AES,0.2637795275590551
RPL29,RPL29,0.12916666666666668
RPS18,RPS18,0.23008849557522124
S100A11,S100A11,1.45
C4A,C4A,0.3114754098360656
APOC1,APOC1,0.9444444444444444
RPS2,RPS2,1.368421052631579
METRN,METRN,0.2850877192982456
MMP14,MMP14,0.39204545454545453
TMSB10,TMSB10,0.38738738738738737
HPN,HPN,1.0
ITM2B,ITM2B,1.1341463414634145
RPS5,RPS5,0.31640625
MRPS12,MRPS12,0.23949579831932774
RPS16,RPS16,0.3347107438016529
MGP,MGP,0.23043478260869565
C19orf70,C19orf70,1.5
RPS3,RPS3,1.7142857142857142
SELM,SELM,0.3
YIF1B,YIF1B,1.9583333333333333
TP53INP2,TP53INP2,0.3074074074074074
HTRA1,HTRA1,0.2857142857142857
KRT18,KRT18,0.24812030075187969
ANXA2,ANXA2,1.06
CYC1,CYC1,1.0555555555555556
MTRNR2L12,MTRNR2L12,2.5833333333333335
COX6B1,COX6B1,2.3181818181818183
BGN,BGN,2.4545454545454546
TMSB4X,TMSB4X,0.41509433962264153
SIRT2,SIRT2,1.375
PLD3,PLD3,1.146341463414634
MCL1,MCL1,0.19696969696969696
FBLN1,FBLN1,2.3
RPL27A,RPL27A,2.0833333333333335
RPS24,RPS24,2.375
MRPL23,MRPL23,1.2222222222222223
EEF1B2,EEF1B2,1.75
UBA52,UBA52,0.32061068702290074
ORMDL3,ORMDL3,1.4736842105263157
COL5A2,COL5A2,0.82
RPL41,RPL41,0.19801980198019803
SNRNP70,SNRNP70,1.6666666666666667
RPL35,RPL35,0.2868217054263566
ACACA,ACACA,2.3076923076923075
ZYX,ZYX,1.5714285714285714
HSP90AA1,HSP90AA1,1.6470588235294117
MMP2,MMP2,1.0192307692307692
SERF2,SERF2,1.45
FTL,FTL,1.2037037037037037
LDHA,LDHA,0.26277372262773724
ATP5E,ATP5E,0.7678571428571429
RPL37A,RPL37A,0.9791666666666666
CST3,CST3,1.7222222222222223
CST4,CST4,1.619047619047619
EEF2,EEF2,1.75
SHC1,SHC1,2.2
UBE2M,UBE2M,1.5714285714285714
PRSS23,PRSS23,1.6
ERGIC3,ERGIC3,2.3
CUTA,CUTA,2.272727272727273
MYL6,MYL6,0.42473118279569894
PABPC1,PABPC1,0.17768595041322313
LGALS1,LGALS1,1.3333333333333333
BST2,BST2,1.2777777777777777
TPM2,TPM2,1.2857142857142858
OLFML3,OLFML3,2.3333333333333335
HLA-C,HLA-C,1.4473684210526316
IGLL5,IGLL5,0.41739130434782606
ACTN4,ACTN4,0.34615384615384615
TIMP1,TIMP1,1.9833333333333334
PFDN5,PFDN5,1.3571428571428572
RPLP2,RPLP2,0.3275862068965517
PAK4,PAK4,2.2083333333333335
RPN2,RPN2,0.2786259541984733
VCAN,VCAN,0.9347826086956522
ALDOA,ALDOA,1.5
AGR2,AGR2,1.7666666666666666
MRPL12,MRPL12,1.6666666666666667
SCD,SCD,1.6
APOE,APOE,2.0277777777777777
TMEM147,TMEM147,2.2
TUBA1B,TUBA1B,1.0217391304347827
RPS14,RPS14,0.296
S100A9,S100A9,1.53125
FAU,FAU,1.7941176470588236
