geneID,geneID,hamming
CENPF,CENPF,0.2678983833718245
CKAP5,CKAP5,0.43214285714285716
PRKDC,PRKDC,0.5251479289940828
LRP1,LRP1,0.720754716981132
THBS1,THBS1,1.198019801980198
FASN,FASN,0.808641975308642
BSN,BSN,0.5487465181058496
C17orf51,C17orf51,0.6027190332326284
MALAT1,MALAT1,0.6384083044982699
CBX5,CBX5,6.256410256410256
DYNC1H1,DYNC1H1,1.674074074074074
Blank-5,Blank-5,1.3680981595092025
ASCC3,ASCC3,1.0591133004926108
Blank-2,Blank-2,4.672727272727273
AKAP11,AKAP11,7.967741935483871
NHSL2,NHSL2,3.24375
IL17RA,IL17RA,2.1106194690265485
SMARCA5,SMARCA5,0.8097165991902834
SPTBN1,SPTBN1,0.5436046511627907
RBM20,RBM20,0.7686832740213523
BRCA2,BRCA2,1.0688073394495412
USP8,USP8,2.4343434343434343
C14orf132,C14orf132,0.6578073089700996
SCUBE3,SCUBE3,1.0023696682464456
RNF152,RNF152,2.0517241379310347
SLC35B4,SLC35B4,1.7272727272727273
RP4-671O14.6,RP4-671O14.6,1.2236180904522613
NRIP1,NRIP1,12.642857142857142
MCF2L,MCF2L,1.2690058479532165
Blank-4,Blank-4,2.1610169491525424
TTPAL,TTPAL,25.4
ZCCHC6,ZCCHC6,1.602112676056338
BUB3,BUB3,1.0195121951219512
Blank-8,Blank-8,2.146551724137931
PLXNA2,PLXNA2,3.1842105263157894
VPS13D,VPS13D,0.8653136531365314
DSEL,DSEL,0.875968992248062
TMOD2,TMOD2,7.833333333333333
COL5A1,COL5A1,0.730909090909091
SLC9A2,SLC9A2,0.9571428571428572
SLC38A1,SLC38A1,1.1416666666666666
FBN2,FBN2,6.3076923076923075
CCDC113,CCDC113,2.396039603960396
PIK3CA,PIK3CA,1.8703703703703705
CHST3,CHST3,1.089430894308943
AMOTL1,AMOTL1,1.1291079812206573
SIPA1L3,SIPA1L3,2.1728971962616823
ITPR2,ITPR2,0.7836734693877551
RAB3B,RAB3B,0.6678571428571428
SOD2,SOD2,0.7735507246376812
SKP1,SKP1,2.9176470588235293
MED14,MED14,1.002202643171806
AFF4,AFF4,0.4877450980392157
CEMIP,CEMIP,0.764808362369338
LUZP1,LUZP1,2.0478260869565217
MYH10,MYH10,1.6642857142857144
Blank-1,Blank-1,6.230769230769231
PAPPA,PAPPA,5.833333333333333
CNR2,CNR2,5.029411764705882
ALPK2,ALPK2,8.879310344827585
SLC7A11,SLC7A11,0.533068783068783
PTPN14,PTPN14,0.9845559845559846
GPR107,GPR107,16.53125
CEP250,CEP250,0.58
KLHL9,KLHL9,2.3366336633663365
AFAP1,AFAP1,8.733333333333333
CDYL2,CDYL2,1.2882352941176471
SAMD12,SAMD12,0.6704180064308681
FYCO1,FYCO1,0.9398340248962656
FAF2,FAF2,0.745136186770428
FAM184B,FAM184B,1.2005494505494505
TSPAN3,TSPAN3,1.264367816091954
KPNA4,KPNA4,0.780241935483871
ARL10,ARL10,6.059523809523809
STARD9,STARD9,11.304347826086957
DOPEY1,DOPEY1,4.0508474576271185
KIAA1147,KIAA1147,14.705882352941176
DIEXF,DIEXF,1.2054054054054053
Blank-10,Blank-10,1.0236220472440944
DNAJC13,DNAJC13,2.0219298245614037
UBR2,UBR2,3.1923076923076925
PRRC2B,PRRC2B,1.1077586206896552
ANKRD52,ANKRD52,0.625
ANKH,ANKH,4.353448275862069
